file,document_id,published,section,genre,authors,words,headline_en,url
2026-08-25_misc_copy-template-briefing-morning-ch_ld10020857,10020857,2026-08-25,,,,1124,Copy of template Briefing Morning CH,https://www.nzz.ch/ld.10020857
2026-08-25_misc_copy-template-briefing-morning-int_ld10020858,10020858,2026-08-25,,,,976,Copy of template briefing morning INT,https://www.nzz.ch/ld.10020858
2026-08-25_misc_tuesday-morning-briefing_ld10020883,10020883,2026-08-25,,,,1150,Tuesday Morning Briefing,https://www.nzz.ch/briefing-am-dienstagmorgen-ld.10020883
2026-08-25_misc_tuesday-morning-briefing_ld10020884,10020884,2026-08-25,,,,1003,Tuesday Morning Briefing,https://www.nzz.ch/briefing-am-dienstagmorgen-ld.10020884
2026-08-25_misc_copy-dab-morning-template_ld10020768,10020768,2026-08-25,,,,1073,Copy of DAB morning template,https://www.nzz.ch/ld.10020768
2026-08-25_video-format_europe-s-new-cocaine-front-drug-gangs_ld10020891,10020891,2026-08-25,Video,,,213,Europe's new cocaine front – how drug gangs are infiltrating Spain's coastal towns,https://www.nzz.ch/video/format/ld.10020891
2026-08-25_misc_what-switzerland-can-learn-poland_ld10020887,10020887,2026-08-25,,,,1584,What Switzerland can learn from Poland,https://www.nzz.ch/ld.10020887
2026-08-25_misc_iran-reacts-calmly-announcement-new-us-sanctions_ld10020920,10020920,2026-08-25,,,,1118,Iran reacts calmly to the announcement of new US sanctions,https://www.nzz.ch/ld.10020920
2026-08-25_misc_german-federal-government-will-begin-retreat-after_ld10020942,10020942,2026-08-25,,,,1084,The German Federal Government will begin its retreat after the summer break,https://www.nzz.ch/ld.10020942
2026-08-25_misc_iran-reacts-calmly-announcement-new-us-sanctions_ld10021009,10021009,2026-08-25,,,,1164,Iran reacts calmly to the announcement of new US sanctions,https://www.nzz.ch/iran-reagiert-gelassen-auf-die-ankuendigung-neuer-us-sanktionen-ld.10021009
2026-08-25_misc_german-federal-government-will-begin-retreat-after_ld10021013,10021013,2026-08-25,,,,1106,The German Federal Government will begin its retreat after the summer break,https://www.nzz.ch/bundesregierung-startet-nach-der-sommerpause-mit-klausur-ld.10021013
2026-08-25_misc_copy-copy-template-dab-evening_ld10020897,10020897,2026-08-25,,,,924,Copy of copy of template DAB in the evening,https://www.nzz.ch/ld.10020897
2026-08-25_misc_copy-template-good-morning-switzerland_ld10020888,10020888,2026-08-25,,,,743,Copy of template Good Morning Switzerland,https://www.nzz.ch/ld.10020888
